component,explained_variance_ratio,cumulative_variance
375,3.7477993816336667e-06,0.999914508652681
376,3.6135206139120143e-06,0.9999181221732949
377,3.508017186421543e-06,0.9999216301904813
378,3.4787209248371455e-06,0.9999251089114062
379,3.2823362010933865e-06,0.9999283912476072
380,3.150856510292418e-06,0.9999315421041175
381,3.0806555583154494e-06,0.9999346227596758
382,2.970708820412759e-06,0.9999375934684962
383,2.693783759128218e-06,0.9999402872522554
384,2.609148755703535e-06,0.9999428964010111
385,2.5797855606354327e-06,0.9999454761865717
386,2.5149177941568457e-06,0.9999479911043658
387,2.2912711059881657e-06,0.9999502823754718
388,2.2191198712684716e-06,0.9999525014953431
389,2.1368276867662534e-06,0.9999546383230299
390,2.061231877824096e-06,0.9999566995549077
391,2.048782425208429e-06,0.9999587483373329
392,2.008660153195455e-06,0.9999607569974861
393,1.9460734383333755e-06,0.9999627030709244
394,1.873805623856454e-06,0.9999645768765483
395,1.6408815776577942e-06,0.9999662177581259
396,1.581058317642313e-06,0.9999677988164435
397,1.5202781498579858e-06,0.9999693190945933
398,1.46509503216466e-06,0.9999707841896255
399,1.357982593694739e-06,0.9999721421722192
400,1.3210935955095006e-06,0.9999734632658147
401,1.3054931410586393e-06,0.9999747687589557
402,1.2443651462040173e-06,0.999976013124102
403,1.17700506048414e-06,0.9999771901291625
404,1.128206072648657e-06,0.9999783183352352
405,1.0769488281396564e-06,0.9999793952840633
406,1.0125744877608498e-06,0.9999804078585511
407,9.666719806648544e-07,0.9999813745305318
408,9.261668840331535e-07,0.9999823006974159
409,8.950736672110495e-07,0.9999831957710831
410,8.64892827223112e-07,0.9999840606639103
411,8.169426758116477e-07,0.9999848776065862
412,7.838516694288712e-07,0.9999856614582556
413,7.51111834361863e-07,0.99998641257009
414,7.236406298937471e-07,0.9999871362107199
415,7.097848053447456e-07,0.9999878459955253
416,6.820837295841028e-07,0.9999885280792549
417,6.743281506644635e-07,0.9999892024074055
418,6.398019878390152e-07,0.9999898422093934
419,6.184454448791323e-07,0.9999904606548382
420,5.985945314897227e-07,0.9999910592493697
421,5.809675843462467e-07,0.9999916402169541
422,5.654415865697427e-07,0.9999922056585406
423,5.413529617458244e-07,0.9999927470115024
424,5.259575959227204e-07,0.9999932729690983
425,4.882883588895057e-07,0.9999937612574572
426,4.803614201975782e-07,0.9999942416188774
427,4.639310671173117e-07,0.9999947055499445
428,4.2511933812961935e-07,0.9999951306692827
429,4.1007636749768e-07,0.9999955407456502
430,3.850094259140741e-07,0.9999959257550761
431,3.6975401215973356e-07,0.9999962955090883
432,3.598677121485235e-07,0.9999966553768005
433,3.566642448952045e-07,0.9999970120410454
434,3.4962126526460294e-07,0.9999973616623107
435,3.0957087938258477e-07,0.99999767123319
436,2.982374862454729e-07,0.9999979694706763
437,2.7380543797347496e-07,0.9999982432761143
438,2.6410654395485787e-07,0.9999985073826583
439,2.570033770785544e-07,0.9999987643860353
440,2.2852771895133984e-07,0.9999989929137543
441,2.0693813086787193e-07,0.9999991998518851
442,2.0296079093558322e-07,0.9999994028126761
443,1.4531880362126e-07,0.9999995481314797
444,7.175979164498492e-08,0.9999996198912714
445,4.585534181101968e-08,0.9999996657466133
446,4.1118079382970674e-08,0.9999997068646926
447,3.481092054327013e-08,0.9999997416756132
448,3.369820845910826e-08,0.9999997753738217
449,2.71295443145283e-08,0.999999802503366
450,2.6419055052770948e-08,0.999999828922421
451,2.2646950362749283e-08,0.9999998515693713
452,2.1536716180921683e-08,0.9999998731060875
453,2.0491861925863522e-08,0.9999998935979494
454,1.738889015896441e-08,0.9999999109868395
455,1.6490386001973234e-08,0.9999999274772255
456,1.1575700943314912e-08,0.9999999390529265
457,1.1399485934466926e-08,0.9999999504524124
458,1.0191940316455928e-08,0.9999999606443527
459,9.228680256123664e-09,0.999999969873033
460,7.246873756420428e-09,0.9999999771199067
461,6.7173889635739145e-09,0.9999999838372957
462,6.01631216078158e-09,0.9999999898536078
463,5.520375787066753e-09,0.9999999953739837
464,4.131589212396903e-09,0.9999999995055728
465,2.417789288211829e-10,0.9999999997473518
466,1.4492775420297148e-10,0.9999999998922795
467,1.0264487759692284e-10,0.9999999999949244
468,3.717169625594856e-12,0.9999999999986415
469,1.0796318186730445e-12,0.9999999999997211
470,2.79608977321421e-13,1.0000000000000007
471,6.991921506211688e-18,1.0000000000000007
472,5.972938287296655e-18,1.0000000000000007
473,5.640641861548711e-18,1.0000000000000007
474,5.607928603127689e-18,1.0000000000000007
475,5.24349421145617e-18,1.0000000000000007
476,5.1724859225968585e-18,1.0000000000000007
477,4.809494989878122e-18,1.0000000000000007
478,4.553074700055821e-18,1.0000000000000007
479,4.505574233929409e-18,1.0000000000000007
480,4.088780732736518e-18,1.0000000000000007
481,4.045205786104657e-18,1.0000000000000007
482,3.7049650016826396e-18,1.0000000000000007
483,3.479665451373934e-18,1.0000000000000007
484,3.404932543269095e-18,1.0000000000000007
485,3.353415223060069e-18,1.0000000000000007
486,3.347495670214146e-18,1.0000000000000007
487,3.1744016285196497e-18,1.0000000000000007
488,2.8913576687489223e-18,1.0000000000000007
489,2.8151484151111918e-18,1.0000000000000007
490,2.7721811918982793e-18,1.0000000000000007
491,2.738789987857469e-18,1.0000000000000007
492,2.5629380047617713e-18,1.0000000000000007
493,2.4702300418565457e-18,1.0000000000000007
494,2.3954347781868294e-18,1.0000000000000007
495,2.1152517962755054e-18,1.0000000000000007
496,1.998788624092317e-18,1.0000000000000007
497,1.9006123115555987e-18,1.0000000000000007
498,1.6404648406559645e-18,1.0000000000000007
499,1.623267776020182e-18,1.0000000000000007
500,1.5587203405371063e-18,1.0000000000000007
501,1.5030024544809358e-18,1.0000000000000007
502,1.3765444002060968e-18,1.0000000000000007
503,1.261937908129468e-18,1.0000000000000007
504,1.1819901886983229e-18,1.0000000000000007
505,1.0843170125810377e-18,1.0000000000000007
506,9.444010859373945e-19,1.0000000000000007
507,8.939235752616429e-19,1.0000000000000007
508,7.788204472019495e-19,1.0000000000000007
509,6.401740912934979e-19,1.0000000000000007
510,6.037183478751131e-19,1.0000000000000007
511,5.122561250998345e-19,1.0000000000000007
512,4.931484670294101e-19,1.0000000000000007
513,4.709216524176336e-19,1.0000000000000007
514,3.766263104944365e-19,1.0000000000000007
515,3.066891843435255e-19,1.0000000000000007
516,2.6437283614716066e-19,1.0000000000000007
517,6.169935378897605e-20,1.0000000000000007
518,0.0,1.0000000000000007
519,0.0,1.0000000000000007
520,0.0,1.0000000000000007
521,0.0,1.0000000000000007
522,0.0,1.0000000000000007
523,0.0,1.0000000000000007
524,0.0,1.0000000000000007
525,0.0,1.0000000000000007
526,0.0,1.0000000000000007
527,0.0,1.0000000000000007
528,0.0,1.0000000000000007
529,0.0,1.0000000000000007
530,0.0,1.0000000000000007
531,0.0,1.0000000000000007
532,0.0,1.0000000000000007
533,0.0,1.0000000000000007
534,0.0,1.0000000000000007
535,0.0,1.0000000000000007
536,0.0,1.0000000000000007
537,0.0,1.0000000000000007
538,0.0,1.0000000000000007
539,0.0,1.0000000000000007
540,0.0,1.0000000000000007
541,0.0,1.0000000000000007
542,0.0,1.0000000000000007
543,0.0,1.0000000000000007
544,0.0,1.0000000000000007
545,0.0,1.0000000000000007
546,0.0,1.0000000000000007
547,0.0,1.0000000000000007
548,0.0,1.0000000000000007
549,0.0,1.0000000000000007
550,0.0,1.0000000000000007
551,0.0,1.0000000000000007
552,0.0,1.0000000000000007
553,0.0,1.0000000000000007
554,0.0,1.0000000000000007
555,0.0,1.0000000000000007
556,0.0,1.0000000000000007
557,0.0,1.0000000000000007
558,0.0,1.0000000000000007
559,0.0,1.0000000000000007
560,0.0,1.0000000000000007
561,0.0,1.0000000000000007
